harvest_date,commodity,municipality,total_weight_kg,remarks
2024-08-01,Lanzones,Bagac,25,Monthly aggregate volume.
2024-09-01,Lanzones,Bagac,25,Monthly aggregate volume.
2024-10-01,Lanzones,Bagac,25,Monthly aggregate volume.
2024-11-01,Lanzones,Bagac,17,Monthly aggregate volume.
2024-12-01,Lanzones,Bagac,5,Monthly aggregate volume.
2024-01-01,Lanzones,Balañga,21,Monthly aggregate volume.
2024-02-01,Lanzones,Balañga,21,Monthly aggregate volume.
2024-03-01,Lanzones,Balañga,21,Monthly aggregate volume.
2024-04-01,Lanzones,Balañga,21,Monthly aggregate volume.
2024-05-01,Lanzones,Balañga,21,Monthly aggregate volume.
2024-06-01,Lanzones,Balañga,21,Monthly aggregate volume.
2024-07-01,Lanzones,Balañga,413,Monthly aggregate volume.
2024-08-01,Lanzones,Balañga,496,Monthly aggregate volume.
2024-09-01,Lanzones,Balañga,496,Monthly aggregate volume.
2024-10-01,Lanzones,Balañga,496,Monthly aggregate volume.
2024-11-01,Lanzones,Balañga,331,Monthly aggregate volume.
2024-12-01,Lanzones,Balañga,1080,Monthly aggregate volume.
2024-01-01,Lanzones,Dinalupihan,21,Monthly aggregate volume.
2024-02-01,Lanzones,Dinalupihan,21,Monthly aggregate volume.
2024-03-01,Lanzones,Dinalupihan,21,Monthly aggregate volume.
2024-04-01,Lanzones,Dinalupihan,21,Monthly aggregate volume.
2024-05-01,Lanzones,Dinalupihan,21,Monthly aggregate volume.
2024-06-01,Lanzones,Dinalupihan,21,Monthly aggregate volume.
2024-07-01,Lanzones,Dinalupihan,413,Monthly aggregate volume.
2024-08-01,Lanzones,Dinalupihan,496,Monthly aggregate volume.
2024-09-01,Lanzones,Dinalupihan,496,Monthly aggregate volume.
2024-10-01,Lanzones,Dinalupihan,496,Monthly aggregate volume.
2024-11-01,Lanzones,Dinalupihan,331,Monthly aggregate volume.
2024-12-01,Lanzones,Dinalupihan,1080,Monthly aggregate volume.
2024-01-01,Lanzones,Hermosa,62,Monthly aggregate volume.
2024-02-01,Lanzones,Hermosa,62,Monthly aggregate volume.
2024-03-01,Lanzones,Hermosa,62,Monthly aggregate volume.
2024-04-01,Lanzones,Hermosa,62,Monthly aggregate volume.
2024-05-01,Lanzones,Hermosa,62,Monthly aggregate volume.
2024-06-01,Lanzones,Hermosa,62,Monthly aggregate volume.
2024-07-01,Lanzones,Hermosa,1240,Monthly aggregate volume.
2024-08-01,Lanzones,Hermosa,1493,Monthly aggregate volume.
2024-09-01,Lanzones,Hermosa,1493,Monthly aggregate volume.
2024-10-01,Lanzones,Hermosa,1493,Monthly aggregate volume.
2024-11-01,Lanzones,Hermosa,995,Monthly aggregate volume.
2024-12-01,Lanzones,Hermosa,3222,Monthly aggregate volume.
2024-01-01,Lanzones,Limay,21,Monthly aggregate volume.
2024-02-01,Lanzones,Limay,21,Monthly aggregate volume.
2024-03-01,Lanzones,Limay,21,Monthly aggregate volume.
2024-04-01,Lanzones,Limay,21,Monthly aggregate volume.
2024-05-01,Lanzones,Limay,21,Monthly aggregate volume.
2024-06-01,Lanzones,Limay,21,Monthly aggregate volume.
2024-07-01,Lanzones,Limay,413,Monthly aggregate volume.
2024-08-01,Lanzones,Limay,496,Monthly aggregate volume.
2024-09-01,Lanzones,Limay,496,Monthly aggregate volume.
2024-10-01,Lanzones,Limay,496,Monthly aggregate volume.
2024-11-01,Lanzones,Limay,331,Monthly aggregate volume.
2024-12-01,Lanzones,Limay,1080,Monthly aggregate volume.
2024-01-01,Lanzones,Mariveles,1,Monthly aggregate volume.
2024-02-01,Lanzones,Mariveles,1,Monthly aggregate volume.
2024-03-01,Lanzones,Mariveles,1,Monthly aggregate volume.
2024-04-01,Lanzones,Mariveles,1,Monthly aggregate volume.
2024-05-01,Lanzones,Mariveles,1,Monthly aggregate volume.
2024-06-01,Lanzones,Mariveles,1,Monthly aggregate volume.
2024-07-01,Lanzones,Mariveles,21,Monthly aggregate volume.
2024-08-01,Lanzones,Mariveles,25,Monthly aggregate volume.
2024-09-01,Lanzones,Mariveles,25,Monthly aggregate volume.
2024-10-01,Lanzones,Mariveles,25,Monthly aggregate volume.
2024-11-01,Lanzones,Mariveles,17,Monthly aggregate volume.
2024-12-01,Lanzones,Mariveles,5,Monthly aggregate volume.
2024-01-01,Lanzones,Morong,21,Monthly aggregate volume.
2024-02-01,Lanzones,Morong,21,Monthly aggregate volume.
2024-03-01,Lanzones,Morong,21,Monthly aggregate volume.
2024-04-01,Lanzones,Morong,21,Monthly aggregate volume.
2024-05-01,Lanzones,Morong,21,Monthly aggregate volume.
2024-06-01,Lanzones,Morong,21,Monthly aggregate volume.
2024-07-01,Lanzones,Morong,413,Monthly aggregate volume.
2024-08-01,Lanzones,Morong,496,Monthly aggregate volume.
2024-09-01,Lanzones,Morong,496,Monthly aggregate volume.
2024-10-01,Lanzones,Morong,496,Monthly aggregate volume.
2024-11-01,Lanzones,Morong,331,Monthly aggregate volume.
2024-12-01,Lanzones,Morong,1080,Monthly aggregate volume.
2024-01-01,Lanzones,Orani,21,Monthly aggregate volume.
2024-02-01,Lanzones,Orani,21,Monthly aggregate volume.
2024-03-01,Lanzones,Orani,21,Monthly aggregate volume.
2024-04-01,Lanzones,Orani,21,Monthly aggregate volume.
2024-05-01,Lanzones,Orani,21,Monthly aggregate volume.
2024-06-01,Lanzones,Orani,21,Monthly aggregate volume.
2024-07-01,Lanzones,Orani,413,Monthly aggregate volume.
2024-08-01,Lanzones,Orani,496,Monthly aggregate volume.
2024-09-01,Lanzones,Orani,496,Monthly aggregate volume.
2024-10-01,Lanzones,Orani,496,Monthly aggregate volume.
2024-11-01,Lanzones,Orani,331,Monthly aggregate volume.
2024-12-01,Lanzones,Orani,1080,Monthly aggregate volume.
2024-01-01,Lanzones,Orion,1,Monthly aggregate volume.
2024-02-01,Lanzones,Orion,1,Monthly aggregate volume.
2024-03-01,Lanzones,Orion,1,Monthly aggregate volume.
2024-04-01,Lanzones,Orion,1,Monthly aggregate volume.
2024-05-01,Lanzones,Orion,1,Monthly aggregate volume.
2024-06-01,Lanzones,Orion,1,Monthly aggregate volume.
2024-07-01,Lanzones,Orion,21,Monthly aggregate volume.
2024-08-01,Lanzones,Orion,25,Monthly aggregate volume.
2024-09-01,Lanzones,Orion,25,Monthly aggregate volume.
2024-10-01,Lanzones,Orion,25,Monthly aggregate volume.
2024-11-01,Lanzones,Orion,17,Monthly aggregate volume.
2024-12-01,Lanzones,Orion,5,Monthly aggregate volume.
2024-01-01,Lanzones,Pilar,1,Monthly aggregate volume.
2024-02-01,Lanzones,Pilar,1,Monthly aggregate volume.
2024-03-01,Lanzones,Pilar,1,Monthly aggregate volume.
2024-04-01,Lanzones,Pilar,1,Monthly aggregate volume.
2024-05-01,Lanzones,Pilar,1,Monthly aggregate volume.
2024-06-01,Lanzones,Pilar,1,Monthly aggregate volume.
2024-07-01,Lanzones,Pilar,21,Monthly aggregate volume.
2024-08-01,Lanzones,Pilar,25,Monthly aggregate volume.
2024-09-01,Lanzones,Pilar,25,Monthly aggregate volume.
2024-10-01,Lanzones,Pilar,25,Monthly aggregate volume.
2024-11-01,Lanzones,Pilar,17,Monthly aggregate volume.
2024-12-01,Lanzones,Pilar,5,Monthly aggregate volume.
2024-01-01,Lanzones,Samal,1,Monthly aggregate volume.
2024-02-01,Lanzones,Samal,1,Monthly aggregate volume.
2024-03-01,Lanzones,Samal,1,Monthly aggregate volume.
2024-04-01,Lanzones,Samal,1,Monthly aggregate volume.
2024-05-01,Lanzones,Samal,1,Monthly aggregate volume.
2024-06-01,Lanzones,Samal,1,Monthly aggregate volume.
2024-07-01,Lanzones,Samal,21,Monthly aggregate volume.
2024-08-01,Lanzones,Samal,25,Monthly aggregate volume.
2024-09-01,Lanzones,Samal,25,Monthly aggregate volume.
2024-10-01,Lanzones,Samal,25,Monthly aggregate volume.
2024-11-01,Lanzones,Samal,17,Monthly aggregate volume.
2024-12-01,Lanzones,Samal,5,Monthly aggregate volume.
2024-01-01,Mango,Abucay,12236,Monthly aggregate volume.
2024-02-01,Mango,Abucay,12236,Monthly aggregate volume.
2024-03-01,Mango,Abucay,122364,Monthly aggregate volume.
2024-04-01,Mango,Abucay,489455,Monthly aggregate volume.
2024-05-01,Mango,Abucay,489455,Monthly aggregate volume.
2024-06-01,Mango,Abucay,102303,Monthly aggregate volume.
2024-07-01,Mango,Abucay,170505,Monthly aggregate volume.
2024-08-01,Mango,Abucay,12236,Monthly aggregate volume.
2024-09-01,Mango,Abucay,12236,Monthly aggregate volume.
2024-10-01,Mango,Abucay,12236,Monthly aggregate volume.
2024-11-01,Mango,Abucay,12236,Monthly aggregate volume.
2024-12-01,Mango,Abucay,12236,Monthly aggregate volume.
2024-01-01,Mango,Bagac,9789,Monthly aggregate volume.
2024-02-01,Mango,Bagac,9789,Monthly aggregate volume.
2024-03-01,Mango,Bagac,97891,Monthly aggregate volume.
2024-04-01,Mango,Bagac,391564,Monthly aggregate volume.
2024-05-01,Mango,Bagac,391564,Monthly aggregate volume.
2024-06-01,Mango,Bagac,81858,Monthly aggregate volume.
2024-07-01,Mango,Bagac,136438,Monthly aggregate volume.
2024-08-01,Mango,Bagac,9789,Monthly aggregate volume.
2024-09-01,Mango,Bagac,9789,Monthly aggregate volume.
2024-10-01,Mango,Bagac,9789,Monthly aggregate volume.
2024-11-01,Mango,Bagac,9789,Monthly aggregate volume.
2024-12-01,Mango,Bagac,9789,Monthly aggregate volume.
2024-01-01,Mango,Balañga,24473,Monthly aggregate volume.
2024-02-01,Mango,Balañga,24473,Monthly aggregate volume.
2024-03-01,Mango,Balañga,244728,Monthly aggregate volume.
2024-04-01,Mango,Balañga,978910,Monthly aggregate volume.
2024-05-01,Mango,Balañga,978910,Monthly aggregate volume.
2024-06-01,Mango,Balañga,204606,Monthly aggregate volume.
2024-07-01,Mango,Balañga,341014,Monthly aggregate volume.
2024-08-01,Mango,Balañga,24473,Monthly aggregate volume.
2024-09-01,Mango,Balañga,24473,Monthly aggregate volume.
2024-10-01,Mango,Balañga,24473,Monthly aggregate volume.
2024-11-01,Mango,Balañga,24473,Monthly aggregate volume.
2024-12-01,Mango,Balañga,24473,Monthly aggregate volume.
2024-01-01,Mango,Dinalupihan,73418,Monthly aggregate volume.
2024-02-01,Mango,Dinalupihan,73418,Monthly aggregate volume.
2024-03-01,Mango,Dinalupihan,734183,Monthly aggregate volume.
2024-04-01,Mango,Dinalupihan,2936730,Monthly aggregate volume.
2024-05-01,Mango,Dinalupihan,2936730,Monthly aggregate volume.
2024-06-01,Mango,Dinalupihan,614586,Monthly aggregate volume.
2024-07-01,Mango,Dinalupihan,1024310,Monthly aggregate volume.
2024-08-01,Mango,Dinalupihan,73418,Monthly aggregate volume.
2024-09-01,Mango,Dinalupihan,73418,Monthly aggregate volume.
2024-10-01,Mango,Dinalupihan,73418,Monthly aggregate volume.
2024-11-01,Mango,Dinalupihan,73418,Monthly aggregate volume.
2024-12-01,Mango,Dinalupihan,73418,Monthly aggregate volume.
2024-01-01,Mango,Hermosa,36709,Monthly aggregate volume.
2024-02-01,Mango,Hermosa,36709,Monthly aggregate volume.
2024-03-01,Mango,Hermosa,367091,Monthly aggregate volume.
2024-04-01,Mango,Hermosa,1468365,Monthly aggregate volume.
2024-05-01,Mango,Hermosa,1468365,Monthly aggregate volume.
2024-06-01,Mango,Hermosa,307293,Monthly aggregate volume.
2024-07-01,Mango,Hermosa,512154,Monthly aggregate volume.
2024-08-01,Mango,Hermosa,36709,Monthly aggregate volume.
2024-09-01,Mango,Hermosa,36709,Monthly aggregate volume.
2024-10-01,Mango,Hermosa,36709,Monthly aggregate volume.
2024-11-01,Mango,Hermosa,36709,Monthly aggregate volume.
2024-12-01,Mango,Hermosa,36709,Monthly aggregate volume.
2024-01-01,Mango,Limay,1224,Monthly aggregate volume.
2024-02-01,Mango,Limay,1224,Monthly aggregate volume.
2024-03-01,Mango,Limay,12236,Monthly aggregate volume.
2024-04-01,Mango,Limay,48946,Monthly aggregate volume.
2024-05-01,Mango,Limay,48946,Monthly aggregate volume.
2024-06-01,Mango,Limay,10230,Monthly aggregate volume.
2024-07-01,Mango,Limay,17051,Monthly aggregate volume.
2024-08-01,Mango,Limay,1224,Monthly aggregate volume.
2024-09-01,Mango,Limay,1224,Monthly aggregate volume.
2024-10-01,Mango,Limay,1224,Monthly aggregate volume.
2024-11-01,Mango,Limay,1224,Monthly aggregate volume.
2024-12-01,Mango,Limay,1224,Monthly aggregate volume.
2024-01-01,Mango,Mariveles,24473,Monthly aggregate volume.
2024-02-01,Mango,Mariveles,24473,Monthly aggregate volume.
2024-03-01,Mango,Mariveles,244728,Monthly aggregate volume.
2024-04-01,Mango,Mariveles,978910,Monthly aggregate volume.
2024-05-01,Mango,Mariveles,978910,Monthly aggregate volume.
2024-06-01,Mango,Mariveles,204606,Monthly aggregate volume.
2024-07-01,Mango,Mariveles,341014,Monthly aggregate volume.
2024-08-01,Mango,Mariveles,24473,Monthly aggregate volume.
2024-09-01,Mango,Mariveles,24473,Monthly aggregate volume.
2024-10-01,Mango,Mariveles,24473,Monthly aggregate volume.
2024-11-01,Mango,Mariveles,24473,Monthly aggregate volume.
2024-12-01,Mango,Mariveles,24473,Monthly aggregate volume.
2024-01-01,Mango,Morong,12236,Monthly aggregate volume.
2024-02-01,Mango,Morong,12236,Monthly aggregate volume.
2024-03-01,Mango,Morong,122364,Monthly aggregate volume.
2024-04-01,Mango,Morong,489455,Monthly aggregate volume.
2024-05-01,Mango,Morong,489455,Monthly aggregate volume.
2024-06-01,Mango,Morong,102303,Monthly aggregate volume.
2024-07-01,Mango,Morong,170505,Monthly aggregate volume.
2024-08-01,Mango,Morong,12236,Monthly aggregate volume.
2024-09-01,Mango,Morong,12236,Monthly aggregate volume.
2024-10-01,Mango,Morong,12236,Monthly aggregate volume.
2024-11-01,Mango,Morong,12236,Monthly aggregate volume.
2024-12-01,Mango,Morong,12236,Monthly aggregate volume.
2024-01-01,Mango,Orani,14684,Monthly aggregate volume.
2024-02-01,Mango,Orani,14684,Monthly aggregate volume.
2024-03-01,Mango,Orani,146837,Monthly aggregate volume.
2024-04-01,Mango,Orani,587346,Monthly aggregate volume.
2024-05-01,Mango,Orani,587346,Monthly aggregate volume.
2024-06-01,Mango,Orani,122865,Monthly aggregate volume.
2024-07-01,Mango,Orani,204775,Monthly aggregate volume.
2024-08-01,Mango,Orani,14684,Monthly aggregate volume.
2024-09-01,Mango,Orani,14684,Monthly aggregate volume.
2024-10-01,Mango,Orani,14684,Monthly aggregate volume.
2024-11-01,Mango,Orani,14684,Monthly aggregate volume.
2024-12-01,Mango,Orani,14684,Monthly aggregate volume.
2024-01-01,Mango,Orion,2447,Monthly aggregate volume.
2024-02-01,Mango,Orion,2447,Monthly aggregate volume.
2024-03-01,Mango,Orion,24473,Monthly aggregate volume.
2024-04-01,Mango,Orion,97891,Monthly aggregate volume.
2024-05-01,Mango,Orion,97891,Monthly aggregate volume.
2024-06-01,Mango,Orion,20461,Monthly aggregate volume.
2024-07-01,Mango,Orion,34101,Monthly aggregate volume.
2024-08-01,Mango,Orion,2447,Monthly aggregate volume.
2024-09-01,Mango,Orion,2447,Monthly aggregate volume.
2024-10-01,Mango,Orion,2447,Monthly aggregate volume.
2024-11-01,Mango,Orion,2447,Monthly aggregate volume.
2024-12-01,Mango,Orion,2447,Monthly aggregate volume.
2024-01-01,Mango,Pilar,7342,Monthly aggregate volume.
2024-02-01,Mango,Pilar,7342,Monthly aggregate volume.
2024-03-01,Mango,Pilar,73418,Monthly aggregate volume.
2024-04-01,Mango,Pilar,293673,Monthly aggregate volume.
2024-05-01,Mango,Pilar,293673,Monthly aggregate volume.
2024-06-01,Mango,Pilar,61459,Monthly aggregate volume.
2024-07-01,Mango,Pilar,102431,Monthly aggregate volume.
2024-08-01,Mango,Pilar,7342,Monthly aggregate volume.
2024-09-01,Mango,Pilar,7342,Monthly aggregate volume.
2024-10-01,Mango,Pilar,7342,Monthly aggregate volume.
2024-11-01,Mango,Pilar,7342,Monthly aggregate volume.
2024-12-01,Mango,Pilar,7342,Monthly aggregate volume.
2024-01-01,Mango,Samal,9789,Monthly aggregate volume.
2024-02-01,Mango,Samal,9789,Monthly aggregate volume.
2024-03-01,Mango,Samal,97891,Monthly aggregate volume.
2024-04-01,Mango,Samal,391564,Monthly aggregate volume.
2024-05-01,Mango,Samal,391564,Monthly aggregate volume.
2024-06-01,Mango,Samal,81858,Monthly aggregate volume.
2024-07-01,Mango,Samal,136438,Monthly aggregate volume.
2024-08-01,Mango,Samal,9789,Monthly aggregate volume.
2024-09-01,Mango,Samal,9789,Monthly aggregate volume.
2024-10-01,Mango,Samal,9789,Monthly aggregate volume.
2024-11-01,Mango,Samal,9789,Monthly aggregate volume.
2024-12-01,Mango,Samal,9789,Monthly aggregate volume.
2024-01-01,Coconut,Abucay,5112,Monthly aggregate volume.
2024-02-01,Coconut,Abucay,102230,Monthly aggregate volume.
2024-03-01,Coconut,Abucay,204460,Monthly aggregate volume.
2024-04-01,Coconut,Abucay,204460,Monthly aggregate volume.
2024-05-01,Coconut,Abucay,102230,Monthly aggregate volume.
2024-06-01,Coconut,Abucay,51115,Monthly aggregate volume.
2024-07-01,Coconut,Abucay,5112,Monthly aggregate volume.
2024-08-01,Coconut,Abucay,5112,Monthly aggregate volume.
2024-09-01,Coconut,Abucay,5112,Monthly aggregate volume.
2024-10-01,Coconut,Abucay,5112,Monthly aggregate volume.
2024-11-01,Coconut,Abucay,5112,Monthly aggregate volume.
2024-12-01,Coconut,Abucay,5112,Monthly aggregate volume.
2024-01-01,Coconut,Bagac,15335,Monthly aggregate volume.
2024-02-01,Coconut,Bagac,306690,Monthly aggregate volume.
2024-03-01,Coconut,Bagac,613381,Monthly aggregate volume.
2024-04-01,Coconut,Bagac,613381,Monthly aggregate volume.
2024-05-01,Coconut,Bagac,306690,Monthly aggregate volume.
2024-06-01,Coconut,Bagac,153345,Monthly aggregate volume.
2024-07-01,Coconut,Bagac,15335,Monthly aggregate volume.
2024-08-01,Coconut,Bagac,15335,Monthly aggregate volume.
2024-09-01,Coconut,Bagac,15335,Monthly aggregate volume.
2024-10-01,Coconut,Bagac,15335,Monthly aggregate volume.
2024-11-01,Coconut,Bagac,15335,Monthly aggregate volume.
2024-12-01,Coconut,Bagac,15335,Monthly aggregate volume.
2024-01-01,Coconut,Balañga,5112,Monthly aggregate volume.
2024-02-01,Coconut,Balañga,102230,Monthly aggregate volume.
2024-03-01,Coconut,Balañga,204460,Monthly aggregate volume.
2024-04-01,Coconut,Balañga,204460,Monthly aggregate volume.
2024-05-01,Coconut,Balañga,102230,Monthly aggregate volume.
2024-06-01,Coconut,Balañga,51115,Monthly aggregate volume.
2024-07-01,Coconut,Balañga,5112,Monthly aggregate volume.
2024-08-01,Coconut,Balañga,5112,Monthly aggregate volume.
2024-09-01,Coconut,Balañga,5112,Monthly aggregate volume.
2024-10-01,Coconut,Balañga,5112,Monthly aggregate volume.
2024-11-01,Coconut,Balañga,5112,Monthly aggregate volume.
2024-12-01,Coconut,Balañga,5112,Monthly aggregate volume.
2024-01-01,Coconut,Dinalupihan,10223,Monthly aggregate volume.
2024-02-01,Coconut,Dinalupihan,204460,Monthly aggregate volume.
2024-03-01,Coconut,Dinalupihan,408920,Monthly aggregate volume.
2024-04-01,Coconut,Dinalupihan,408920,Monthly aggregate volume.
2024-05-01,Coconut,Dinalupihan,204460,Monthly aggregate volume.
2024-06-01,Coconut,Dinalupihan,102230,Monthly aggregate volume.
2024-07-01,Coconut,Dinalupihan,10223,Monthly aggregate volume.
2024-08-01,Coconut,Dinalupihan,10223,Monthly aggregate volume.
2024-09-01,Coconut,Dinalupihan,10223,Monthly aggregate volume.
2024-10-01,Coconut,Dinalupihan,10223,Monthly aggregate volume.
2024-11-01,Coconut,Dinalupihan,10223,Monthly aggregate volume.
2024-12-01,Coconut,Dinalupihan,10223,Monthly aggregate volume.
2024-01-01,Coconut,Hermosa,30669,Monthly aggregate volume.
2024-02-01,Coconut,Hermosa,613381,Monthly aggregate volume.
2024-03-01,Coconut,Hermosa,1226761,Monthly aggregate volume.
2024-04-01,Coconut,Hermosa,1226761,Monthly aggregate volume.
2024-05-01,Coconut,Hermosa,613381,Monthly aggregate volume.
2024-06-01,Coconut,Hermosa,306690,Monthly aggregate volume.
2024-07-01,Coconut,Hermosa,30669,Monthly aggregate volume.
2024-08-01,Coconut,Hermosa,30669,Monthly aggregate volume.
2024-09-01,Coconut,Hermosa,30669,Monthly aggregate volume.
2024-10-01,Coconut,Hermosa,30669,Monthly aggregate volume.
2024-11-01,Coconut,Hermosa,30669,Monthly aggregate volume.
2024-12-01,Coconut,Hermosa,30669,Monthly aggregate volume.
2024-01-01,Coconut,Limay,5112,Monthly aggregate volume.
2024-02-01,Coconut,Limay,102230,Monthly aggregate volume.
2024-03-01,Coconut,Limay,204460,Monthly aggregate volume.
2024-04-01,Coconut,Limay,204460,Monthly aggregate volume.
2024-05-01,Coconut,Limay,102230,Monthly aggregate volume.
2024-06-01,Coconut,Limay,51115,Monthly aggregate volume.
2024-07-01,Coconut,Limay,5112,Monthly aggregate volume.
2024-08-01,Coconut,Limay,5112,Monthly aggregate volume.
2024-09-01,Coconut,Limay,5112,Monthly aggregate volume.
2024-10-01,Coconut,Limay,5112,Monthly aggregate volume.
2024-11-01,Coconut,Limay,5112,Monthly aggregate volume.
2024-12-01,Coconut,Limay,5112,Monthly aggregate volume.
2024-01-01,Coconut,Mariveles,1022,Monthly aggregate volume.
2024-02-01,Coconut,Mariveles,20446,Monthly aggregate volume.
2024-03-01,Coconut,Mariveles,40892,Monthly aggregate volume.
2024-04-01,Coconut,Mariveles,40892,Monthly aggregate volume.
2024-05-01,Coconut,Mariveles,20446,Monthly aggregate volume.
2024-06-01,Coconut,Mariveles,10223,Monthly aggregate volume.
2024-07-01,Coconut,Mariveles,1022,Monthly aggregate volume.
2024-08-01,Coconut,Mariveles,1022,Monthly aggregate volume.
2024-09-01,Coconut,Mariveles,1022,Monthly aggregate volume.
2024-10-01,Coconut,Mariveles,1022,Monthly aggregate volume.
2024-11-01,Coconut,Mariveles,1022,Monthly aggregate volume.
2024-12-01,Coconut,Mariveles,1022,Monthly aggregate volume.
2024-01-01,Coconut,Morong,5112,Monthly aggregate volume.
2024-02-01,Coconut,Morong,102230,Monthly aggregate volume.
2024-03-01,Coconut,Morong,204460,Monthly aggregate volume.
2024-04-01,Coconut,Morong,204460,Monthly aggregate volume.
2024-05-01,Coconut,Morong,102230,Monthly aggregate volume.
2024-06-01,Coconut,Morong,51115,Monthly aggregate volume.
2024-07-01,Coconut,Morong,5112,Monthly aggregate volume.
2024-08-01,Coconut,Morong,5112,Monthly aggregate volume.
2024-09-01,Coconut,Morong,5112,Monthly aggregate volume.
2024-10-01,Coconut,Morong,5112,Monthly aggregate volume.
2024-11-01,Coconut,Morong,5112,Monthly aggregate volume.
2024-12-01,Coconut,Morong,5112,Monthly aggregate volume.
2024-01-01,Coconut,Orani,5112,Monthly aggregate volume.
2024-02-01,Coconut,Orani,102230,Monthly aggregate volume.
2024-03-01,Coconut,Orani,204460,Monthly aggregate volume.
2024-04-01,Coconut,Orani,204460,Monthly aggregate volume.
2024-05-01,Coconut,Orani,102230,Monthly aggregate volume.
2024-06-01,Coconut,Orani,51115,Monthly aggregate volume.
2024-07-01,Coconut,Orani,5112,Monthly aggregate volume.
2024-08-01,Coconut,Orani,5112,Monthly aggregate volume.
2024-09-01,Coconut,Orani,5112,Monthly aggregate volume.
2024-10-01,Coconut,Orani,5112,Monthly aggregate volume.
2024-11-01,Coconut,Orani,5112,Monthly aggregate volume.
2024-12-01,Coconut,Orani,5112,Monthly aggregate volume.
2024-01-01,Coconut,Orion,1022,Monthly aggregate volume.
2024-02-01,Coconut,Orion,20446,Monthly aggregate volume.
2024-03-01,Coconut,Orion,40892,Monthly aggregate volume.
2024-04-01,Coconut,Orion,40892,Monthly aggregate volume.
2024-05-01,Coconut,Orion,20446,Monthly aggregate volume.
2024-06-01,Coconut,Orion,10223,Monthly aggregate volume.
2024-07-01,Coconut,Orion,1022,Monthly aggregate volume.
2024-08-01,Coconut,Orion,1022,Monthly aggregate volume.
2024-09-01,Coconut,Orion,1022,Monthly aggregate volume.
2024-10-01,Coconut,Orion,1022,Monthly aggregate volume.
2024-11-01,Coconut,Orion,1022,Monthly aggregate volume.
2024-12-01,Coconut,Orion,1022,Monthly aggregate volume.
2024-01-01,Coconut,Pilar,10223,Monthly aggregate volume.
2024-02-01,Coconut,Pilar,204460,Monthly aggregate volume.
2024-03-01,Coconut,Pilar,408920,Monthly aggregate volume.
2024-04-01,Coconut,Pilar,408920,Monthly aggregate volume.
2024-05-01,Coconut,Pilar,204460,Monthly aggregate volume.
2024-06-01,Coconut,Pilar,102230,Monthly aggregate volume.
2024-07-01,Coconut,Pilar,10223,Monthly aggregate volume.
2024-08-01,Coconut,Pilar,10223,Monthly aggregate volume.
2024-09-01,Coconut,Pilar,10223,Monthly aggregate volume.
2024-10-01,Coconut,Pilar,10223,Monthly aggregate volume.
2024-11-01,Coconut,Pilar,10223,Monthly aggregate volume.
2024-12-01,Coconut,Pilar,10223,Monthly aggregate volume.
2024-01-01,Coconut,Samal,10223,Monthly aggregate volume.
2024-02-01,Coconut,Samal,204460,Monthly aggregate volume.
2024-03-01,Coconut,Samal,408920,Monthly aggregate volume.
2024-04-01,Coconut,Samal,408920,Monthly aggregate volume.
2024-05-01,Coconut,Samal,204460,Monthly aggregate volume.
2024-06-01,Coconut,Samal,102230,Monthly aggregate volume.
2024-07-01,Coconut,Samal,10223,Monthly aggregate volume.
2024-08-01,Coconut,Samal,10223,Monthly aggregate volume.
2024-09-01,Coconut,Samal,10223,Monthly aggregate volume.
2024-10-01,Coconut,Samal,10223,Monthly aggregate volume.
2024-11-01,Coconut,Samal,10223,Monthly aggregate volume.
2024-12-01,Coconut,Samal,10223,Monthly aggregate volume.
2024-01-01,Coffee,Abucay,16396,Monthly aggregate volume.
2024-02-01,Coffee,Abucay,16396,Monthly aggregate volume.
2024-03-01,Coffee,Abucay,5467,Monthly aggregate volume.
2024-04-01,Coffee,Abucay,273,Monthly aggregate volume.
2024-05-01,Coffee,Abucay,273,Monthly aggregate volume.
2024-06-01,Coffee,Abucay,273,Monthly aggregate volume.
2024-07-01,Coffee,Abucay,273,Monthly aggregate volume.
2024-08-01,Coffee,Abucay,273,Monthly aggregate volume.
2024-09-01,Coffee,Abucay,273,Monthly aggregate volume.
2024-10-01,Coffee,Abucay,5467,Monthly aggregate volume.
2024-11-01,Coffee,Abucay,2734,Monthly aggregate volume.
2024-12-01,Coffee,Abucay,5467,Monthly aggregate volume.
2024-01-01,Coffee,Bagac,49203,Monthly aggregate volume.
2024-02-01,Coffee,Bagac,49203,Monthly aggregate volume.
2024-03-01,Coffee,Bagac,16401,Monthly aggregate volume.
2024-04-01,Coffee,Bagac,820,Monthly aggregate volume.
2024-05-01,Coffee,Bagac,820,Monthly aggregate volume.
2024-06-01,Coffee,Bagac,820,Monthly aggregate volume.
2024-07-01,Coffee,Bagac,820,Monthly aggregate volume.
2024-08-01,Coffee,Bagac,820,Monthly aggregate volume.
2024-09-01,Coffee,Bagac,820,Monthly aggregate volume.
2024-10-01,Coffee,Bagac,16401,Monthly aggregate volume.
2024-11-01,Coffee,Bagac,8201,Monthly aggregate volume.
2024-12-01,Coffee,Bagac,16401,Monthly aggregate volume.
2024-01-01,Coffee,Balañga,3280,Monthly aggregate volume.
2024-02-01,Coffee,Balañga,3280,Monthly aggregate volume.
2024-03-01,Coffee,Balañga,1093,Monthly aggregate volume.
2024-04-01,Coffee,Balañga,55,Monthly aggregate volume.
